Project ID,Name,Commercial Name,State,County,Status,Transmission Owner,MFO,MW Energy,MW Capacity,MW In Service,Capacity or Energy,Project Type,Fuel,Project (AC/DC),Rights (MW),Initial Study,Feasibility Study,Feasibility Study Status,System Impact Study,System Impact Study Status,Facilities Study,Facilities Study Status,Interim/Interconnection Service/Generation Interconnection Agreement,Interim/Interconnection Service/Generation Interconnection Agreement Status,Wholesale Market Participation Agreement,Construction Service Agreement,Construction Service Agreement Status,Upgrade Construction Service Agreement,Upgrade Construction Service Agreement Status,Backfeed Date,Submitted Date,Long-Term Firm Service Start Date,Long-Term Firm Service End Date,Test Energy Date,Withdrawal Date,Withdrawn Remarks,Projected In Service Date,Commercial Operation Milestone,Actual In Service Date,Attachment Type,Alternate Project,Sliding Project
AB2-169,Pantago-Five Points 115kV,Wilkinson Solar Energy Center,NC,Hyde,In Service,Dominion,74.0,74.0,39.0,74.0,Capacity,Generation Interconnection,Solar,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ab2169_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ab2169_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/ab2169_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/ab2_169_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/ab2_169_csa.pdf,Document Posted,,,10/10/2019,4/29/2016,,,11/18/2019,,,6/30/2021,6/30/2021,11/20/2019,N,No,
AB2-170,East Lima-Marysville 345kV,Hardin Energy Center,OH,Hardin,In Service,AEP,130.0,130.0,49.4,130.0,Capacity,Generation Interconnection,Solar,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ab2170_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ab2170_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/ab2170_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/ab2_170_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/ab2_170_csa.pdf,Document Posted,,,8/7/2020,4/29/2016,,,10/13/2020,,,6/1/2021,6/1/2021,10/13/2020,N,No,
AB2-171,Handsome 115kV,,VA,Southampton,Withdrawn,Dominion,75.0,75.0,28.5,,Capacity,Generation Interconnection,Solar,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ab2171_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ab2171_imp.pdf,Document Posted,,,,,,,,,,,4/29/2016,,,,7/18/2017,Customer Initiated Withdrawal,12/31/2018,,,N,No,
AB2-172,Todd 69kV,Richfield Solar and Storage,MD,Dorchester,In Service,DPL,50.0,50.0,19.0,50.0,Capacity,Generation Interconnection,Solar,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ab2172_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ab2172_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/ab2172_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/ab2_172_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/ab2_172_csa.pdf,Document Posted,,,,4/30/2016,,,1/30/2024,,,1/10/2024,1/10/2024,2/9/2024,N,No,
AB2-173,Nelson 345kV,,IL,Lee,Withdrawn,ComEd,206.0,16.0,28.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ab2173_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ab2173_imp.pdf,Document Posted,,,,,,,,,,,4/29/2016,,,,12/24/2019,,6/1/2018,,,N,No,
AB2-174,Emporia-Trego 115kV,Greensville County Solar Project,VA,Greensville,In Service,Dominion,80.0,80.0,42.0,80.0,Capacity,Generation Interconnection,Solar,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ab2174_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ab2174_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/ab2174_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/ab2_174_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/ab2_174_csa.pdf,Document Posted,,,,4/29/2016,,,12/1/2020,,,12/31/2020,12/31/2020,12/1/2020,N,No,
AB2-175,Peach Bottom 500kV,Peach Bottom Units #2 & #3,PA,York,Partially in Service - Under Construction,PECO,2709.8,44.0,44.0,44.0,Capacity,Generation Interconnection,Nuclear,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ab2175_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ab2175_imp.pdf,Document Posted,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/ab2_175_isa.pdf,Document Posted,,,Not Required,,,,4/29/2016,,,3/26/2019,,,12/31/2018,12/31/2018,3/26/2019,N,No,
AB2-176,Chase City 34.5kV,,VA,Mecklenburg,Withdrawn,Dominion,14.0,14.0,9.8,,Capacity,Generation Interconnection,Solar,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ab2176_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,4/29/2016,,,,7/23/2018,,6/1/2017,,,N,No,
AB2-177,Kenney 25kV,,MD,Worcester,Withdrawn,DPL,6.6,6.6,2.5,,Capacity,Generation Interconnection,Solar,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ab2177_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ab2177_imp.pdf,Document Posted,,,,,,,,,,,4/29/2016,,,,6/9/2017,Customer Initiated Withdrawal,6/1/2018,,,N,No,
AB2-178,Beckjord 138kV,138kV Bus 5 Beckjord Battery,OH,Clermont,Withdrawn,DEOK,19.8,19.8,0.0,,Energy,Generation Interconnection,Storage,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ab2178_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ab2178_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/ab2_178_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/ab2_178_csa.pdf,Document Posted,,,,4/29/2016,,,,12/10/2019,,11/30/2018,11/30/2018,,N,No,
AB2-179,Townsend 138kV,New Castle Solar,DE,New Castle,In Service,DPL,50.0,50.0,37.6,50.0,Capacity,Generation Interconnection,Solar,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ab2179_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ab2179_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/ab2179_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/ab2_179_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/ab2_179_csa.pdf,Document Posted,,,,4/29/2016,,,11/22/2022,,,12/16/2022,12/16/2022,12/30/2022,N,No,
AB2-180,Rockawalkin 69kV,Hebron Solar,MD,Wicomico,Withdrawn,DPL,20.0,20.0,14.0,,Capacity,Generation Interconnection,Solar,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ab2180_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ab2180_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/ab2180_fac.pdf,Document Posted,,Wholesale Market Participation Agreement,https://www.pjm.com/pjmfiles/pub/planning/project-queues/wmpa/ab2180_wmpa.pdf,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/ab2180_wmpa.pdf,Not Required,,,,4/29/2016,,,,10/6/2022,,2/29/2024,2/29/2024,,N,No,
AB2-181,Catoctin 138kV,,MD,Frederick,Withdrawn,APS,20.0,20.0,14.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,4/29/2016,,,,6/2/2016,Customer Milestone Not Met,6/30/2017,,,N,No,
AB2-182,Townsend 25kV,,MD,Cecil,Withdrawn,DPL,20.0,20.0,14.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,4/29/2016,,,,5/20/2016,Customer Milestone Not Met,6/30/2017,,,N,No,
AB2-183,Massey 25kV,,MD,Kent,Withdrawn,DPL,20.0,20.0,14.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,4/29/2016,,,,5/20/2016,Customer Milestone Not Met,6/30/2017,,,N,No,
AB2-184,Monkton,,MD,Baltimore County,Withdrawn,BGE,5.0,5.0,3.5,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,4/29/2016,,,,5/19/2016,Customer Milestone Not Met,6/30/2017,,,N,No,
AB2-185,Wye Mills 25kV,,MD,Queen Anne's,Withdrawn,DPL,8.0,8.0,5.6,,Capacity,Generation Interconnection,Solar,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ab2185_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ab2185_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/ab2185_fac.pdf,Document Posted,,Withdrawn,,,Not Required,,,,4/29/2016,,,,4/14/2021,,6/30/2017,,,N,No,
AB2-186,South Hertford 34.5kV,,NC,Perquimans,Withdrawn,Dominion,5.0,5.0,3.5,,Capacity,Generation Interconnection,Solar,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ab2186_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ab2186_imp.pdf,Document Posted,,Not Required,,Withdrawn,,,Withdrawn,,,,4/29/2016,,,,1/28/2019,,6/30/2017,,,N,No,
AB2-187,Indian River-Nelson 138kV,,DE,Sussex,Withdrawn,DPL,80.0,80.0,56.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,4/29/2016,,,,5/20/2016,Customer Milestone Not Met,6/30/2017,,,N,No,
AB2-188,Creswell 34.5kV,,NC,Washington,Withdrawn,Dominion,20.0,20.0,14.0,,Capacity,Generation Interconnection,Solar,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ab2188_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ab2188_imp.pdf,Document Posted,,Not Required,,Withdrawn,,,Withdrawn,,,,4/29/2016,,,,2/20/2019,,6/30/2017,,,N,No,
AB2-189,Mackeys 230kV,,NC,Washington,Withdrawn,Dominion,120.0,120.0,84.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,4/29/2016,,,,5/20/2016,Customer Milestone Not Met,6/30/2017,,,N,No,
AB2-190,Hopewell-Surry 230kV,Fort Powhatan Solar,VA,Prince George,In Service,Dominion,150.0,150.0,105.0,150.0,Capacity,Generation Interconnection,Solar,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ab2190_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ab2190_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/ab2190_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/ab2_190_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/ab2_190_csa.pdf,Document Posted,,,,4/29/2016,,,8/6/2021,,Customer Milestone Not Met,12/1/2021,12/1/2021,1/19/2022,N,No,
