Project ID,Name,Commercial Name,State,County,Status,Transmission Owner,MFO,MW Energy,MW Capacity,MW In Service,Capacity or Energy,Project Type,Fuel,Project (AC/DC),Rights (MW),Initial Study,Feasibility Study,Feasibility Study Status,System Impact Study,System Impact Study Status,Facilities Study,Facilities Study Status,Interim/Interconnection Service/Generation Interconnection Agreement,Interim/Interconnection Service/Generation Interconnection Agreement Status,Wholesale Market Participation Agreement,Construction Service Agreement,Construction Service Agreement Status,Upgrade Construction Service Agreement,Upgrade Construction Service Agreement Status,Backfeed Date,Submitted Date,Long-Term Firm Service Start Date,Long-Term Firm Service End Date,Test Energy Date,Withdrawal Date,Withdrawn Remarks,Projected In Service Date,Commercial Operation Milestone,Actual In Service Date,Attachment Type,Alternate Project,Sliding Project
S58,Collins,,IL,Grundy,Withdrawn,ComEd,1600.0,0.0,0.0,,Energy,Merchant Transmission,Wind,DC,F/TIR 400/NF/TIR 1200,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/merch-feas_docs/s58_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/merch-impact-studies/s58_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,6/11/2007,,,,1/19/2018,,12/31/2020,12/31/2020,,S,No,
S58B 573929,AMIL-PJM,,,,Confirmed,,240.0,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-1/573929_ltf1.pdf,,,,Withdrawn,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,6/19/2007,1/1/2012,1/1/2014,,6/4/2008,,,,,FF,No,
S58C 574221,PJM-CIN,,,,Confirmed,,100.0,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-1/574222_ltf1.pdf,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-2/574222_ltf2.pdf,Executed Agreement and/or Study,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,6/20/2007,1/1/2008,1/1/2009,,,,,,,FF,No,
S58D 574906,PJM.AP-PJM.DOM,,,,Confirmed,,400.0,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-1/574906_ltf1.pdf,,,,,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,6/21/2007,4/1/2011,3/31/2041,,,,,,,FF,No,
S59,Sharpsburg 12kV,Wenning Poultry,OH,Mercer,In Service,Dayton,1.89,1.89,0.0,1.5,Energy,Generation Interconnection,Biomass,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s59_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s59_imp.pdf,Document Posted,,Not Required,,Wholesale Market Participation Agreement,https://www.pjm.com/pjmfiles/pub/planning/project-queues/wmpa/s59_wmpa.pdf,,Not Required,,,,6/25/2007,,,,,,11/1/2007,,10/30/2008,N,No,
S59B 577135,PJM-CIN,,,,Confirmed,,20.0,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-1/577135_ltf1.pdf,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-2/577135_ltf2.pdf,Executed Agreement and/or Study,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,6/26/2007,6/1/2009,6/1/2014,,,,,,,FF,No,
S60,Essex 26kV,Newark Boxboard,NJ,Essex,Withdrawn,PSEG,63.0,63.0,63.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s60_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s60_imp.pdf,Document Posted,,Withdrawn,,Withdrawn,,,Withdrawn,,,,6/27/2007,,,,5/8/2012,Customer Milestone Not Met,6/1/2008,,,N,No,
S61,Tosco 230kV,Tosco #6,NJ,Union,In Service,PSEG,180.0,20.0,20.0,20.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s61_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s61_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s61_isa.pdf,Document Posted,,,Not Required,,,,6/27/2007,,,,,,10/11/2011,10/11/2011,10/11/2011,N,No,
S62,LaSalle-Braidwood 345kV,,IL,Lasalle,Withdrawn,ComEd,500.0,500.0,100.0,,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s62_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s62_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,7/3/2007,,,,8/11/2014,Customer Initiated Withdrawal,12/31/2016,12/31/2016,,N,No,
S63,Tait 69kV,Tait Generating Station,OH,Montgomery,In Service,Dayton,376.0,13.0,13.0,13.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s63_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s63_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s63_isa.pdf,Document Posted,,,Not Required,,,,7/5/2007,,,,,,6/29/2007,,10/5/2007,N,No,
S64,York Inc. 115kV,,PA,York,Withdrawn,ME,18.0,18.0,18.0,,Capacity,Generation Interconnection,Biomass,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s64_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s64_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/s64_fac.pdf,Document Posted,,Withdrawn,,,Withdrawn,,,,7/6/2007,,,,5/31/2013,Customer Initiated Withdrawal,1/1/2011,,,N,No,
S65,Cambria,,PA,Cambria,Withdrawn,PENELEC,85.0,85.0,17.0,,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s65_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,7/19/2007,,,,12/30/2008,Customer Initiated Withdrawal,12/31/2010,,,N,No,
S66,Downing Avenue 115kV,,PA,Erie,Withdrawn,PENELEC,96.0,96.0,96.0,,Capacity,Generation Interconnection,Other,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s66_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s66_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,7/20/2007,,,,8/28/2008,Customer Milestone Not Met,4/1/2009,,,N,No,
S67,Gould St.,Gould Street,MD,Baltimore City,Deactivated,BGE,106.0,101.0,101.0,99.4,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s67_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s67_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s67_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/s67_csa.pdf,Document Posted,,,,7/26/2007,,,,,,5/30/2008,5/30/2008,6/1/2008,N,No,
S68,Sayreville 230kV,,NJ,Middlesex,Withdrawn,JCPL,660.0,660.0,0.0,,Energy,Merchant Transmission,,DC,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/merch-feas_docs/s68_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,7/27/2007,,,,4/23/2008,Customer Initiated Withdrawal,12/31/2007,,,S,No,
S70,Eureka 138kV,Willow Island Hydro Generation Project,WV,Wetzel,In Service,APS,36.4,36.4,36.4,36.4,Capacity,Generation Interconnection,Hydro,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s70_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s70_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s70_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/s70_csa.pdf,Document Posted,,,,7/27/2007,,,,,,7/31/2015,7/31/2015,11/15/2015,N,No,
S71,Bluff Point 138kV,Bluff Point,IN,Jay,In Service,AEP,120.0,120.0,24.0,120.0,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s71_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s71_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/s71_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s71_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/s71_csa.pdf,Document Posted,,,,7/30/2007,,,,,,12/31/2017,12/31/2017,9/15/2017,N,No,
S72,Convoy-East Lima 345kV,Dog Creek Wind Farm,IN,Allen,Withdrawn,AEP,240.0,240.0,48.0,,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s72_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s72_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/s72_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s72_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/s72_csa.pdf,Document Posted,,,,7/30/2007,,,,12/7/2015,Customer Initiated Withdrawal,12/31/2016,12/31/2016,,N,No,
S73,Lincoln-North Delphos,,IN,Allen,Withdrawn,AEP,200.0,200.0,40.0,,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s73_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s73_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/s73_fac.pdf,Document Posted,,Withdrawn,,,Withdrawn,,,,7/30/2007,,,,1/7/2014,Customer Milestone Not Met,12/31/2013,12/31/2013,,N,No,
S74,Mount Storm 500kV,Mount Storm Unit 2,WV,Grant,In Service,Dominion,585.0,38.0,25.0,38.0,Capacity,Generation Interconnection,Coal,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s74_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s74_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s74_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,,,6/1/2011,6/1/2011,6/1/2011,N,No,
S75,Mount Storm 500kV,Mount Storm Unit 3,WV,Grant,Withdrawn,Dominion,574.0,29.0,29.0,,Capacity,Generation Interconnection,Coal,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s75_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s75_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s75_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,7/12/2012,Queue Not Required,6/1/2012,6/1/2012,,N,No,
S76,Mount Storm 500kV,Mount Storm Unit 1,WV,Grant,In Service,Dominion,585.0,38.0,25.0,38.0,Capacity,Generation Interconnection,Coal,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s76_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s76_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s76_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,,,6/1/2013,6/1/2013,6/6/2013,N,No,
S77,Clover 230kV,,VA,Halifax,Withdrawn,Dominion,450.0,16.0,16.0,,Capacity,Generation Interconnection,Coal,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s77_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,7/31/2007,,,,12/4/2008,Customer Initiated Withdrawal,11/1/2011,,,N,No,
S78,Clover 230kV,,VA,Halifax,Withdrawn,Dominion,450.0,19.0,19.0,,Capacity,Generation Interconnection,Coal,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s78_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,7/31/2007,,,,12/4/2008,Customer Initiated Withdrawal,4/1/2012,,,N,No,
S79,Chesterfield 230kV,Chesterfield Unit #6,VA,Chesterfield,In Service,Dominion,691.0,27.0,27.0,27.0,Capacity,Generation Interconnection,Coal,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s79_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s79_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s79_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,,,12/1/2010,12/1/2010,12/1/2010,N,No,
S80,Chesterfield 230kV,Chesterfield Unit #5,VA,Chesterfield,In Service,Dominion,356.0,20.0,20.0,20.0,Capacity,Generation Interconnection,Coal,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s80_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s80_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s80_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,,,6/1/2011,6/1/2011,6/1/2011,N,No,
S81,Basin 230kV,Bellemeade,VA,City of Richmond,Deactivated,Dominion,306.0,22.0,22.0,22.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s81_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s81_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s81_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,,,4/27/2010,4/27/2010,4/27/2010,N,No,
S82,Surry 230kV,Gravel Neck Gas Turbine #3,VA,Surry,In Service,Dominion,92.0,19.0,19.0,19.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s82_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s82_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s82_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/s82_csa.pdf,Document Posted,,,,7/31/2007,,,,,,5/6/2010,5/6/2010,5/6/2010,N,No,
S83,Surry 230kV,Gravel Neck Gas Turbine #4,VA,Surry,In Service,Dominion,92.0,19.0,19.0,19.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s83_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s83_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s83_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/s83_csa.pdf,Document Posted,,,,7/31/2007,,,,,,5/6/2010,5/6/2010,5/6/2010,N,No,
S84,Surry 230kV,Gravel Neck Gas Turbine #5,VA,Surry,In Service,Dominion,92.0,19.0,19.0,19.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s84_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s84_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s84_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/s84_csa.pdf,Document Posted,,,,7/31/2007,,,,,,5/6/2010,5/6/2010,5/6/2010,N,No,
S85,Surry 230kV,Gravel Neck Gas Turbine #6,VA,Surry,In Service,Dominion,92.0,19.0,19.0,19.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s85_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s85_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s85_isa.pdf,Document Posted,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/s85_csa.pdf,Document Posted,,,,7/31/2007,,,,,,5/6/2010,5/6/2010,5/6/2010,N,No,
S86,Darbytown 230kV,Darbytown GT1,VA,Henrico,In Service,Dominion,92.0,20.0,20.0,20.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s86_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s86_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s86_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,,,6/1/2008,6/1/2008,6/1/2008,N,No,
S87,Darbytown 230kV,Darbytown GT2,VA,Henrico,In Service,Dominion,92.0,20.0,20.0,20.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s87_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s87_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s87_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,,,6/1/2008,6/1/2008,6/1/2008,N,No,
S88,Darbytown 230kV,Darbytown GT3,VA,Henrico,In Service,Dominion,92.0,20.0,20.0,20.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s88_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s88_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s88_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,,,6/1/2008,6/1/2008,6/1/2008,N,No,
S89,Darbytown 230kV,Darbytown GT4,VA,Henrico,In Service,Dominion,92.0,20.0,20.0,20.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s89_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s89_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s89_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,,,6/1/2008,6/1/2008,6/1/2008,N,No,
S90,Elizabeth River 230kV,Elizabeth River GT1,VA,City of Chesapeake,In Service,Dominion,125.0,20.0,20.0,20.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s90_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s90_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s90_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,,,6/1/2008,6/1/2008,6/1/2008,N,No,
S91,Elizabeth River 230kV,Elizabeth River GT2,VA,City of Chesapeake,In Service,Dominion,125.0,20.0,20.0,20.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s91_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s91_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s91_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,,,6/1/2008,6/1/2008,6/1/2008,N,No,
S92,Elizabeth River 230kV,Elizabeth River GT3,VA,City of Chesapeake,In Service,Dominion,125.0,20.0,20.0,20.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s92_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s92_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s92_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,,,6/1/2008,6/1/2008,6/1/2008,N,No,
S93,Remington 230kV,Remington GT1,VA,Fauquier,In Service,Dominion,190.0,15.0,15.0,15.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s93_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s93_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s93_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,,,6/1/2008,6/1/2008,6/1/2008,N,No,
S94,Remington 230kV,Remington GT2,VA,Fauquier,In Service,Dominion,190.0,15.0,15.0,15.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s94_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s94_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s94_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,,,6/1/2008,6/1/2008,6/1/2008,N,No,
S95,Remington 230kV,Remington GT3,VA,Fauquier,In Service,Dominion,190.0,15.0,15.0,15.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s95_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s95_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s95_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,,,6/1/2008,6/1/2008,6/1/2008,N,No,
S96,Remington 230kV,Remington GT4,VA,Fauquier,In Service,Dominion,190.0,15.0,15.0,15.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s96_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s96_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s96_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,,,6/1/2008,6/1/2008,6/1/2008,N,No,
S97,South Anna 230kV,South Anna Unit 1,VA,Orange,Withdrawn,Dominion,144.0,20.0,20.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s97_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s97_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s97_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,7/12/2012,Queue Not Required,6/1/2013,6/1/2013,,N,No,
S98,South Anna 230kV,South Anna Unit 2,VA,Orange,Withdrawn,Dominion,144.0,20.0,20.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s98_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s98_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/s98_isa.pdf,Document Posted,,,Not Required,,,,7/31/2007,,,,7/12/2012,Queue Not Required,6/1/2013,6/1/2013,,N,No,
S99,Possum Point 230kV,,VA,Prince William,Withdrawn,Dominion,806.0,20.0,20.0,,Capacity,Generation Interconnection,Oil,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/s99_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/s99_imp.pdf,Document Posted,,Not Required,,Withdrawn,,,Not Required,,,,7/31/2007,,,,4/3/2009,Customer Initiated Withdrawal,5/1/2013,,,N,No,
T01 639662,ALTE-PJM,,,,Withdrawn,,75.0,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,8/1/2007,6/1/2008,6/1/2009,,8/30/2007,,,,,FF,No,
T02 639671,CPLE-PJM,,,,Withdrawn,,172.0,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-1/639671_ltf1.pdf,,,,Withdrawn,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,8/1/2007,6/1/2008,6/1/2009,,10/30/2007,,,,,FF,No,
T03 639678,CPLE-PJM,,,,Withdrawn,,172.0,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-1/639678_ltf1.pdf,,,,Withdrawn,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,8/1/2007,6/1/2009,6/1/2010,,10/30/2007,,,,,FF,No,
T04 639742,DUK-PJM,,,,Withdrawn,,171.0,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-1/639742_ltf1.pdf,,,,Withdrawn,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,8/1/2007,6/1/2009,6/1/2010,,10/30/2007,,,,,FF,No,
T05 639743,DUK-PJM,,,,Withdrawn,,171.0,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-1/639743_ltf1.pdf,,,,Withdrawn,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,8/1/2007,6/1/2008,6/1/2009,,10/30/2007,,,,,FF,No,
T06,Yorktown 230kV,Yorktown 3,VA,York,Withdrawn,Dominion,838.0,20.0,20.0,,Capacity,Generation Interconnection,Oil,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/t06_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/t06_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/t06_isa.pdf,Document Posted,,,,,,,8/3/2007,,,,7/12/2012,Queue Not Required,5/1/2014,,,N,No,
T07 664042,PJM-CIN,,,,Withdrawn,,1000.0,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,8/6/2007,1/1/2008,1/1/2010,,8/30/2007,,,,,FF,No,
T08 692322,PJM-NIPS,,,,Withdrawn,,300.0,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/ltf-phase-1/692322_ltf1.pdf,,,,Withdrawn,,,https://www.pjm.com/pjmfiles/N/A,,,,,,,,8/10/2007,11/1/2007,11/1/2008,,11/13/2007,,,,,FF,No,
